Loan Status,Number of Dependents,Education,Self Employed,Income per Annum,Loan Amount,Loan Term,Cibil Score,Residential Assets Value,Commercial Assets Value,Luxury Assets Value,Bank Asset Value
0,0,0,0,5700000,21400000,8,340,3200000,1900000,17200000,3800000
0,5,0,0,500000,1200000,16,499,600000,600000,1500000,200000
0,3,1,0,8900000,21300000,10,467,18700000,2600000,31800000,8800000
0,1,1,0,8400000,21800000,2,492,4000000,11000000,18200000,6600000
0,3,0,0,5700000,12300000,6,364,7900000,11000000,20000000,5500000
0,0,0,1,9600000,23800000,12,389,25200000,15800000,27000000,8300000
0,0,1,0,4000000,11500000,8,434,4500000,2800000,8400000,5900000
0,3,1,1,4000000,14700000,8,376,3000000,6200000,8900000,4200000
0,4,1,1,1100000,4400000,6,515,1000000,700000,4300000,1500000
0,3,0,0,8700000,24800000,20,360,25300000,8700000,31100000,4300000
0,1,0,1,2800000,9100000,14,510,2400000,4200000,10400000,3000000
0,0,1,0,9600000,23200000,18,389,1000000,17600000,22200000,8800000
0,3,1,1,6900000,19000000,14,348,4200000,3700000,19400000,4900000
0,2,0,0,5900000,19800000,20,327,7800000,1500000,19700000,8500000
0,0,1,1,8500000,33700000,10,483,18800000,8900000,29000000,12200000
0,4,0,1,2100000,5500000,18,349,100000,0,6600000,2000000
0,4,0,0,7900000,31500000,20,386,14300000,3800000,23800000,7500000
0,5,0,0,6900000,19200000,12,408,10000000,5000000,24900000,9000000
0,0,1,1,1200000,3200000,18,473,2100000,600000,2400000,1200000
0,1,1,0,900000,2600000,4,346,400000,700000,2900000,900000
0,5,0,1,9000000,19100000,14,540,11300000,800000,18300000,4900000
0,4,1,0,4500000,15800000,14,439,8900000,6900000,15200000,4400000
0,2,1,0,4900000,18500000,8,492,12900000,5000000,10200000,5800000
0,5,1,0,7500000,15800000,18,458,7800000,6500000,22400000,8400000
0,5,0,0,5200000,13900000,4,422,7800000,4500000,12000000,7000000
0,1,0,1,3600000,13200000,20,546,8900000,3600000,13900000,2900000
0,1,1,0,7200000,15100000,8,379,2600000,8300000,21700000,8200000
0,5,1,0,4500000,16900000,18,455,2700000,2500000,10700000,5600000
0,4,1,1,6400000,21700000,10,384,16500000,8200000,15100000,5700000
0,2,1,0,500000,1700000,10,324,300000,300000,1800000,700000
0,0,0,1,3700000,9300000,14,531,8300000,1000000,8900000,1900000
0,4,0,1,8600000,21400000,14,476,6200000,2700000,28000000,12800000
0,1,0,1,7100000,18000000,20,477,6600000,13200000,19300000,9300000
0,5,0,0,8300000,17700000,12,334,19600000,13200000,22500000,9800000
0,1,0,1,9900000,25700000,2,340,15600000,18800000,29500000,11800000
0,2,1,0,5100000,11000000,14,322,7900000,2900000,10700000,5900000
0,3,1,1,4300000,12800000,16,346,3300000,1100000,11900000,3800000
0,3,1,0,1100000,3100000,14,359,1500000,1000000,4000000,1000000
0,2,0,0,7100000,27000000,10,430,20700000,8300000,24500000,4200000
0,4,0,0,1100000,3300000,18,417,1400000,1000000,4200000,700000
0,5,1,0,7500000,22800000,16,347,15100000,1200000,16100000,10700000
0,4,0,0,2400000,7000000,4,539,2300000,0,9600000,2900000
0,4,1,1,2500000,8000000,8,464,4000000,3000000,9000000,3000000
0,4,1,0,7500000,16200000,4,310,10800000,14300000,14900000,5800000
0,3,0,0,9300000,36600000,6,431,22000000,14600000,32900000,8800000
0,5,0,0,3300000,10000000,12,489,2000000,500000,7200000,2800000
0,4,0,0,300000,600000,6,365,-100000,400000,600000,200000
0,4,1,1,8200000,29600000,10,457,6700000,6700000,21400000,11000000
0,4,0,0,1800000,7200000,20,496,3000000,1100000,7200000,2000000
0,4,0,1,6000000,13200000,6,455,7300000,5900000,16500000,7100000
0,0,0,1,2000000,5200000,18,400,1900000,1500000,5000000,1500000
0,1,0,1,7600000,18800000,14,403,20900000,4700000,24700000,10000000
0,3,1,0,500000,1500000,6,392,1400000,200000,1800000,600000
0,0,1,1,3100000,7100000,10,498,3800000,1100000,12200000,4300000
0,4,1,1,3900000,14300000,20,477,1000000,4600000,9100000,2900000
0,4,0,1,8700000,28200000,12,548,11800000,9900000,19800000,8500000
0,4,0,1,6400000,23900000,6,300,16200000,11600000,24900000,7000000
0,2,1,1,200000,800000,12,483,100000,200000,600000,300000
0,1,1,0,2400000,5800000,20,384,1700000,2500000,8400000,3100000
0,3,0,0,6100000,14800000,10,492,6700000,3500000,17900000,6100000
0,4,1,1,2600000,6200000,14,421,2500000,2200000,8900000,3400000
0,2,1,1,7000000,14900000,20,495,9900000,8800000,14000000,10200000
0,3,0,1,300000,500000,6,386,800000,200000,1200000,100000
0,2,0,0,6100000,23500000,14,510,9000000,9500000,12400000,3400000
0,3,1,1,7800000,25600000,6,523,13600000,7100000,20800000,9200000
0,0,1,1,2000000,6700000,8,461,4900000,2200000,7200000,2600000
0,0,1,1,3500000,13900000,16,301,10300000,100000,8700000,2700000
0,2,0,0,2000000,4000000,14,502,4900000,1500000,5400000,1300000
0,5,1,1,8700000,18400000,12,394,18800000,3200000,24600000,12000000
0,5,0,0,1000000,2000000,4,524,2700000,1800000,2200000,700000
0,3,1,1,1400000,5400000,20,304,1700000,1300000,2900000,800000
0,2,1,1,1600000,3800000,12,532,3200000,1400000,5400000,1100000
0,1,0,1,6000000,13100000,2,368,9900000,2200000,13700000,4900000
0,3,0,1,8200000,28900000,10,447,4400000,14700000,29400000,6800000
0,5,0,1,8400000,17600000,12,397,13400000,14500000,24500000,7900000
0,1,0,1,8300000,26300000,20,530,22800000,11000000,33200000,8000000
0,4,1,0,2500000,9900000,16,356,5500000,2600000,6100000,2300000
0,3,0,0,5000000,13000000,10,459,2900000,3400000,18200000,7200000
0,2,1,0,5700000,20500000,8,412,5800000,4300000,21200000,4900000
0,4,0,1,8600000,20600000,16,449,10800000,10600000,28700000,5400000
0,3,1,0,5900000,21200000,16,476,11700000,4800000,14800000,7700000
0,5,1,1,5300000,18200000,16,546,14600000,7900000,13400000,4000000
0,2,0,0,6600000,14100000,2,471,10800000,11400000,20700000,6000000
0,1,0,1,1600000,4400000,4,364,2500000,700000,4300000,2400000
0,2,0,1,6400000,19300000,6,414,7200000,1800000,19100000,3900000
0,5,1,0,1300000,2900000,4,372,1700000,100000,2800000,600000
0,0,1,0,5600000,11600000,12,466,15000000,7400000,21800000,7500000
0,3,1,1,9000000,19800000,20,348,8600000,9200000,25300000,6000000
0,0,1,1,700000,1800000,12,400,1500000,1100000,2200000,300000
0,1,0,0,6200000,18200000,18,324,3100000,12000000,19200000,3400000
0,1,0,1,5600000,13700000,8,491,10100000,3700000,18500000,4200000
0,4,1,0,1500000,4900000,16,392,1800000,1100000,3000000,2000000
0,2,0,0,5800000,18600000,18,532,10900000,900000,12300000,6700000
0,5,0,0,8300000,23100000,4,459,5500000,14300000,28400000,5500000
0,5,0,0,1800000,6200000,18,366,3500000,2400000,6300000,1300000
0,0,1,1,3300000,9700000,14,356,9800000,4800000,9400000,1900000
0,2,1,0,3100000,7300000,14,504,3200000,0,7200000,1500000
0,3,1,0,7400000,17500000,20,317,17700000,14000000,27000000,9500000
0,3,0,1,300000,600000,10,515,300000,200000,1000000,200000
0,5,1,1,1300000,4000000,8,407,3800000,1300000,3500000,1100000
0,5,1,1,4200000,8500000,4,386,8700000,4600000,10500000,6000000
0,3,0,0,8300000,25700000,12,453,24000000,14600000,20400000,5700000
0,3,0,0,7500000,25200000,8,316,1000000,800000,18300000,9000000
0,3,0,1,3800000,9400000,12,301,7800000,2800000,14900000,5000000
0,3,0,1,7700000,29300000,10,359,6800000,6100000,21900000,4200000
0,1,0,0,3200000,6600000,16,534,8800000,2600000,6500000,1800000
0,2,0,0,7800000,19400000,16,549,18600000,13300000,24100000,6900000
0,1,1,1,9400000,21000000,12,443,14100000,2700000,23200000,5600000
0,4,0,0,2400000,8000000,18,393,-100000,200000,7600000,3000000
0,2,1,1,7500000,15100000,8,488,19800000,0,28500000,6700000
0,5,0,0,2400000,7500000,12,357,2600000,2900000,6100000,1300000
0,1,0,0,9600000,26000000,16,368,18500000,16600000,29900000,8400000
0,5,0,0,9200000,23900000,10,335,5800000,15300000,35400000,10700000
0,2,1,1,4600000,12600000,2,355,6300000,6900000,14800000,6500000
0,5,0,0,7600000,17500000,6,510,9100000,3500000,15700000,9800000
0,4,0,1,3100000,8200000,18,408,2900000,3800000,10800000,3100000
0,3,1,1,4900000,13100000,18,401,5700000,4100000,16400000,3600000
0,5,0,1,5800000,14000000,14,418,3900000,10400000,15100000,6800000
0,4,1,0,3200000,12200000,14,683,-100000,1100000,7500000,2900000
0,4,0,0,5000000,11400000,6,336,1600000,4000000,15500000,2500000
0,3,1,1,2300000,8000000,8,300,4200000,3800000,7300000,1200000
0,0,1,0,3100000,11100000,8,504,3500000,4600000,11400000,1800000
0,0,0,0,1200000,2900000,18,348,400000,1200000,2900000,600000
0,4,1,0,4600000,12500000,6,406,10800000,200000,14000000,6800000
0,5,0,1,7600000,16500000,8,534,8900000,10300000,24900000,8300000
0,1,0,1,4300000,16300000,14,792,400000,400000,10200000,4000000
0,4,1,0,300000,1200000,18,544,700000,100000,800000,100000
0,1,1,0,6300000,18300000,20,430,13000000,1300000,23000000,9200000
0,0,0,1,5700000,19400000,8,544,4300000,6400000,19900000,5800000
0,4,0,1,5200000,18300000,10,355,400000,3800000,10600000,3400000
0,4,1,0,7400000,17500000,4,540,8800000,7600000,17900000,3600000
0,5,1,0,6500000,16000000,14,444,1100000,7900000,23100000,7900000
0,5,0,1,2400000,6500000,20,513,6400000,2100000,5200000,2600000
0,2,1,1,2700000,8500000,20,368,4900000,4500000,5900000,2100000
0,5,0,0,3000000,7600000,6,413,2300000,3500000,11400000,1700000
0,4,1,1,6100000,13600000,4,401,10700000,2000000,20500000,3900000
0,4,1,0,5500000,11600000,12,474,1800000,2400000,20100000,5600000
0,4,1,1,6900000,20200000,18,438,9600000,6200000,26800000,5700000
0,3,0,1,4100000,13900000,20,383,1900000,2300000,15800000,3800000
0,4,0,1,1600000,3200000,20,371,1600000,2300000,4600000,1000000
0,1,1,0,2100000,4200000,12,379,2700000,2100000,8100000,2500000
0,4,1,1,6300000,14500000,10,349,3800000,12300000,16500000,5700000
0,3,1,0,7400000,28800000,8,391,20000000,7900000,23600000,7200000
0,5,1,0,4000000,9100000,10,515,600000,6400000,9900000,5500000
0,4,0,0,6400000,14800000,6,537,2300000,3700000,18600000,6500000
0,2,0,1,8200000,28700000,14,316,23300000,16100000,17700000,4300000
0,5,0,1,800000,2100000,12,363,1200000,1000000,3100000,900000
0,3,1,1,9500000,25700000,18,446,16900000,13600000,29300000,10100000
0,3,0,1,1800000,6400000,20,436,1500000,2900000,4400000,1300000
0,3,1,0,2800000,9400000,10,519,7000000,3500000,7700000,1500000
0,3,1,1,4000000,8300000,8,531,3700000,7400000,15200000,5900000
0,0,1,0,4600000,18100000,14,442,2800000,200000,15600000,3300000
0,4,1,1,6600000,18800000,10,353,16500000,9500000,20000000,6200000
0,1,1,0,7400000,26600000,18,505,2200000,2400000,22400000,3900000
0,3,1,1,5300000,20300000,14,432,15000000,0,17200000,5900000
0,3,1,1,4800000,14200000,12,547,10400000,700000,9800000,2400000
0,0,0,0,3800000,14800000,10,390,5900000,5700000,9500000,4600000
0,4,1,0,3100000,6300000,4,370,8600000,4100000,8800000,2800000
0,2,0,1,6800000,15500000,12,338,9900000,1200000,21800000,8500000
0,5,1,0,9200000,18600000,20,497,1000000,300000,24200000,10700000
0,0,0,1,6100000,15900000,18,456,12900000,10800000,19100000,8800000
0,5,0,0,300000,500000,8,396,400000,300000,1200000,200000
0,2,1,0,2300000,8800000,18,336,1800000,800000,5200000,1500000
0,4,1,1,600000,2300000,6,495,1700000,600000,2000000,300000
0,1,0,0,2900000,11500000,20,431,3600000,3800000,5900000,3100000
0,5,0,0,900000,2200000,2,415,600000,1700000,2900000,700000
0,5,1,1,9000000,20400000,6,451,5200000,11400000,28200000,9000000
0,1,0,0,4800000,14300000,4,489,12400000,7900000,17700000,3600000
0,1,1,0,1600000,4600000,12,415,800000,600000,3900000,1500000
0,3,0,0,2600000,8100000,12,425,7300000,1900000,6800000,2200000
0,4,1,1,1800000,4600000,14,453,1700000,2400000,4700000,1600000
0,2,0,0,200000,300000,20,519,0,0,400000,300000
0,4,0,1,800000,2100000,6,353,700000,300000,2900000,1200000
0,0,0,1,7700000,16900000,14,473,22100000,4000000,29000000,6400000
0,4,1,0,1000000,2300000,16,543,200000,100000,2000000,1000000
0,0,0,0,9100000,26400000,6,518,15800000,1100000,35300000,5700000
0,2,1,1,900000,2300000,20,367,0,1200000,3400000,1300000
0,0,1,1,4600000,12000000,12,493,4500000,700000,16200000,3600000
0,2,1,1,9400000,22700000,14,505,4000000,16900000,24700000,11500000
0,5,1,0,6900000,26500000,16,322,20500000,9800000,17100000,9400000
0,4,1,1,4400000,16400000,6,513,5400000,7500000,13100000,5700000
0,0,0,0,2100000,4700000,2,459,4000000,1300000,8100000,1200000
0,4,1,0,9400000,33300000,18,369,20600000,5600000,32200000,7200000
0,4,0,1,1200000,2800000,6,366,3300000,300000,4200000,1400000
0,2,0,0,6600000,15000000,16,401,13600000,6600000,23500000,3300000
0,4,1,0,5100000,15500000,8,392,6700000,8100000,13600000,6700000
0,2,0,1,3900000,7700000,10,421,9700000,7500000,14100000,2100000
0,5,0,0,8300000,20700000,2,537,8400000,14300000,19700000,7800000
0,4,0,0,3900000,10800000,20,433,4700000,1600000,14500000,2300000
0,1,1,1,5200000,16300000,6,524,11000000,3400000,20700000,4600000
0,3,0,1,7800000,24400000,20,490,6700000,5100000,17700000,4100000
0,1,1,1,6800000,17600000,14,344,5500000,5600000,18100000,7700000
0,3,1,1,8000000,31200000,20,392,7300000,8400000,16000000,6000000
0,1,0,1,2700000,5400000,6,413,4800000,1500000,6100000,2600000
0,4,0,0,3400000,10500000,16,543,3100000,4500000,11100000,4500000
0,5,1,1,2400000,6800000,8,464,1900000,1300000,9500000,1900000
0,3,0,0,6000000,18700000,10,387,6600000,6200000,23300000,6700000
0,1,0,0,4300000,16400000,20,397,6700000,6200000,10200000,5700000
0,5,0,0,300000,600000,4,418,500000,200000,700000,200000
0,1,0,0,4200000,10700000,6,466,7400000,7000000,14000000,4700000
0,2,0,1,600000,2300000,12,335,400000,900000,1200000,400000
0,5,0,1,4400000,15200000,6,446,9500000,2200000,16700000,5800000
0,5,0,1,5100000,13700000,14,527,12100000,8900000,19400000,4700000
0,3,0,1,9200000,28900000,8,538,13900000,8300000,32400000,4900000
0,4,0,0,2800000,8300000,14,381,3200000,1100000,9100000,1500000
0,1,1,1,3400000,7000000,4,534,3100000,1600000,13000000,4000000
0,1,0,0,4100000,11100000,6,405,12000000,2900000,9000000,5900000
0,0,0,0,1900000,3800000,16,542,800000,500000,4000000,2100000
0,0,1,0,5200000,13400000,2,505,12000000,7900000,20400000,6200000
0,3,1,1,6700000,16400000,2,508,4400000,10900000,25300000,9200000
0,5,0,1,6500000,18900000,12,427,5100000,1900000,18200000,7800000
0,4,0,0,5700000,13300000,2,333,9400000,3000000,11800000,8200000
0,3,1,1,7000000,26300000,12,481,14300000,12800000,15100000,9900000
0,1,1,1,8700000,30000000,12,543,21900000,12700000,30600000,12700000
0,0,0,1,3500000,12600000,10,448,1200000,2500000,10400000,3600000
0,5,0,1,7800000,17300000,16,493,800000,4500000,16300000,9300000
0,0,0,0,4800000,15700000,10,398,4900000,7400000,17100000,6400000
0,5,1,1,5000000,14600000,18,509,11800000,2500000,19800000,4900000
0,0,1,1,7600000,18100000,16,439,12800000,5900000,29800000,10600000
0,3,0,1,200000,700000,18,526,400000,100000,500000,0
0,5,0,1,9700000,27400000,2,328,0,18400000,22000000,7900000
0,0,0,1,9100000,23300000,18,414,17700000,2500000,33800000,6400000
0,0,1,1,1300000,4700000,16,530,3200000,1000000,3800000,800000
0,4,0,0,2800000,8300000,14,352,4900000,2600000,7100000,3700000
0,0,0,0,7400000,25500000,6,463,2300000,5600000,26800000,8400000
0,5,0,1,2300000,5000000,10,431,300000,3700000,8700000,2900000
0,1,1,1,600000,1900000,8,445,1200000,100000,1600000,300000
0,1,0,1,2200000,5200000,8,420,2900000,100000,5000000,2300000
0,5,1,1,4100000,9900000,4,319,7600000,7400000,12000000,5500000
0,3,1,1,4800000,11500000,12,535,3600000,8000000,15600000,5400000
0,4,1,0,5100000,12300000,20,410,9200000,9200000,18700000,5600000
0,5,1,0,3600000,11600000,14,546,8500000,300000,12000000,4800000
0,5,0,0,700000,1400000,4,344,1500000,800000,2600000,300000
0,0,1,1,9400000,29900000,12,302,12300000,1500000,35700000,8200000
0,3,1,1,3200000,9100000,18,376,4500000,800000,9000000,1700000
0,3,0,0,3200000,11500000,16,492,4800000,2300000,10400000,3200000
0,3,0,0,2200000,8300000,18,314,1100000,900000,5800000,2000000
0,2,0,0,9000000,27300000,14,353,22600000,4400000,26900000,7200000
0,4,0,1,8800000,22200000,10,512,6800000,4000000,31900000,9900000
0,3,0,1,8700000,27200000,18,454,9100000,9300000,30900000,12000000
0,5,0,0,5000000,12400000,14,315,7400000,8600000,17000000,4000000
0,0,0,1,6000000,22700000,10,480,200000,11900000,13700000,8700000
0,1,1,0,7400000,17900000,6,460,2600000,1300000,25900000,5000000
0,1,0,1,3500000,9600000,4,398,1700000,6000000,7900000,4600000
0,2,1,1,5700000,15100000,18,330,5900000,3800000,16600000,6200000
0,5,1,0,700000,2400000,16,447,1300000,700000,2600000,800000
0,1,0,0,9300000,28900000,6,526,11100000,1600000,19700000,11000000
0,4,1,1,8700000,23400000,16,372,10600000,11700000,20000000,8000000
0,3,1,1,4100000,12700000,10,465,6400000,1900000,14100000,3200000
0,0,0,0,6900000,22900000,10,313,5600000,9300000,26200000,8000000
0,5,1,1,7700000,24400000,8,453,1400000,7700000,22000000,10000000
0,4,1,1,5500000,18900000,6,379,13900000,9100000,18500000,3100000
0,0,1,0,1800000,6900000,10,853,900000,400000,3700000,1700000
0,1,0,1,4600000,13600000,18,487,11200000,8500000,15500000,5400000
0,0,0,1,2000000,6000000,14,393,1500000,1400000,5900000,2900000
0,2,0,0,9900000,19900000,6,312,21400000,2200000,31400000,11000000
0,2,0,0,9100000,18600000,20,403,18400000,11700000,20300000,9200000
0,0,0,0,7300000,28200000,16,486,15300000,8800000,16400000,7700000
0,4,0,0,7100000,28200000,14,496,6300000,10900000,27700000,4600000
0,4,1,1,1400000,4800000,6,411,1400000,300000,4400000,1600000
0,5,1,1,6500000,18100000,10,360,15700000,10600000,20200000,6100000
0,4,1,0,9300000,35900000,18,461,9800000,12700000,26200000,11400000
0,5,0,0,5600000,13600000,4,449,5900000,5700000,18800000,4300000
0,2,0,1,2500000,7200000,16,454,4200000,1000000,7100000,2100000
0,3,1,1,3200000,7400000,2,543,3600000,4500000,11200000,4600000
0,3,1,1,800000,2500000,20,395,1500000,300000,1600000,500000
0,2,0,0,4400000,10600000,20,488,10800000,2400000,13200000,4600000
0,2,0,0,8900000,23100000,4,519,22800000,500000,25200000,4700000
0,4,1,0,2200000,6100000,12,330,5500000,2900000,5000000,2200000
0,4,1,1,8200000,19000000,6,334,24500000,6800000,28600000,10200000
0,3,1,1,9800000,28400000,12,487,8900000,15400000,30800000,11100000
0,2,1,1,3900000,9700000,8,539,4400000,7600000,7900000,5100000
0,4,0,1,6900000,22000000,10,512,6100000,9100000,20600000,3900000
0,3,0,1,4000000,11600000,6,539,5900000,2600000,12100000,4700000
0,3,0,1,700000,2000000,18,544,800000,1300000,1500000,400000
0,2,1,0,2200000,6800000,20,546,4600000,200000,4500000,2200000
0,4,0,0,7400000,17900000,6,384,13400000,12300000,22400000,4700000
0,5,0,1,4000000,15500000,12,517,0,600000,12100000,3500000
0,3,1,1,1500000,5800000,18,420,800000,1900000,4100000,1400000
0,2,1,0,5400000,14500000,8,349,10800000,4800000,21100000,6600000
0,4,0,1,6400000,15500000,2,324,18400000,11100000,13900000,4500000
0,3,1,1,5800000,23000000,16,361,6000000,10100000,23000000,2800000
0,4,1,0,8000000,27100000,8,524,16900000,10900000,25600000,8400000
0,5,1,1,1400000,2700000,16,320,900000,2500000,2700000,2000000
0,4,0,0,1300000,3500000,12,512,3300000,1400000,3200000,700000
0,5,1,1,7400000,17100000,2,441,14700000,1600000,20600000,10800000
0,3,0,0,6900000,18500000,6,360,14000000,0,18800000,9600000
0,3,1,0,9800000,21000000,12,342,25400000,16600000,26900000,7000000
0,0,0,0,300000,500000,18,376,300000,0,800000,300000
0,0,1,0,6600000,15200000,18,497,1500000,6900000,14500000,9300000
0,0,1,0,5700000,17200000,8,386,4200000,7100000,14400000,2900000
0,3,1,1,7200000,16500000,18,515,7800000,6300000,17300000,10600000
0,2,0,0,7600000,19300000,12,463,5400000,1500000,16000000,9600000
0,0,0,0,5700000,13000000,6,328,7800000,7500000,20700000,8200000
0,2,0,0,8200000,30600000,10,343,9800000,11500000,16900000,7000000
0,4,0,0,800000,2800000,12,453,1500000,300000,2900000,600000
0,1,0,1,300000,900000,20,419,800000,0,600000,300000
0,1,1,1,5600000,16800000,16,528,7500000,6500000,12300000,3900000
0,2,1,0,600000,1300000,12,475,100000,1100000,2300000,600000
0,3,0,1,5500000,20400000,10,546,10600000,8200000,13500000,4000000
0,4,0,0,1900000,4000000,10,388,500000,1400000,5600000,900000
0,2,0,1,600000,1700000,2,495,1700000,200000,1200000,500000
0,5,1,1,8700000,26400000,10,318,11800000,2900000,23200000,9200000
0,3,1,1,5600000,12700000,12,395,8200000,9300000,22000000,6400000
0,2,0,1,7900000,16100000,18,318,17300000,2900000,29900000,9300000
0,3,0,0,1200000,3100000,10,438,1500000,2200000,3900000,1000000
0,4,1,1,9800000,22100000,4,364,16800000,11100000,26500000,7300000
0,4,1,0,1300000,4600000,10,312,1800000,600000,3100000,800000
0,4,1,1,4700000,11000000,4,321,10100000,100000,9600000,6900000
0,2,1,0,3700000,13400000,16,393,6400000,600000,14200000,3500000
0,1,0,1,8100000,27600000,16,438,1000000,10500000,32200000,8000000
0,5,1,1,5400000,21400000,12,399,4000000,9700000,12400000,6800000
0,0,0,0,3700000,10600000,20,484,5800000,1300000,13900000,3500000
0,0,1,1,2800000,6800000,12,349,4100000,2000000,11100000,1400000
0,1,1,1,9600000,29900000,18,478,18500000,15200000,38200000,9400000
0,1,0,1,8400000,30900000,8,378,18600000,1000000,25900000,11100000
0,1,0,0,2100000,5300000,20,461,1500000,3800000,8100000,1700000
0,3,1,1,1700000,5800000,10,524,4100000,2900000,6600000,800000
0,5,0,1,4500000,12700000,8,307,11000000,3800000,12600000,2700000
0,2,1,1,5600000,19100000,8,350,2700000,1200000,14200000,4200000
0,3,0,1,5800000,16600000,10,444,13300000,5900000,15000000,8500000
0,2,0,1,8300000,17600000,2,355,1000000,700000,28400000,6800000
0,1,1,1,9500000,35400000,14,439,400000,1200000,20200000,13500000
0,1,0,1,7500000,22500000,14,469,12300000,9600000,16200000,4500000
0,2,1,0,3300000,13000000,16,300,5500000,5900000,7400000,3100000
0,1,1,0,9400000,26700000,10,343,7600000,2500000,28600000,13200000
0,5,1,0,2100000,7300000,18,358,3700000,3200000,7200000,2200000
0,3,1,0,8800000,33700000,12,397,17300000,16000000,22200000,8800000
0,5,1,0,3200000,12200000,6,493,7700000,6200000,6700000,2100000
0,2,0,1,2500000,7200000,16,315,5500000,3300000,4900000,2800000
0,5,1,1,5700000,20500000,16,429,2800000,1900000,22400000,3900000
0,5,1,1,5000000,16400000,14,525,13000000,9100000,15300000,3300000
0,4,0,0,2300000,5500000,6,343,-100000,4100000,4800000,3200000
0,0,0,1,3000000,11000000,16,331,8000000,4500000,6600000,2400000
0,3,1,0,2800000,8500000,20,431,6200000,1700000,7800000,2200000
0,5,1,0,4100000,11000000,14,379,6200000,1700000,8500000,5400000
0,3,1,0,9600000,34500000,20,523,26100000,2600000,24300000,5300000
0,1,1,0,4600000,16700000,16,407,13000000,6000000,9800000,2800000
0,3,1,1,4100000,8300000,16,351,6000000,100000,11100000,2200000
0,3,0,0,3700000,13400000,18,373,2800000,100000,13200000,2500000
0,2,1,1,2700000,9500000,10,434,2700000,1500000,8100000,1800000
0,2,0,1,7000000,21400000,12,541,3700000,1300000,19800000,9600000
0,0,0,1,2600000,6000000,8,382,1700000,2200000,8200000,1600000
0,1,1,0,600000,1200000,14,443,700000,1000000,2200000,800000
0,5,1,1,9500000,21700000,16,307,27500000,2700000,28500000,9700000
0,2,1,0,9000000,35700000,12,339,15200000,8400000,19500000,9000000
0,1,0,0,9600000,32400000,20,447,15400000,18400000,19800000,4700000
0,5,1,0,2800000,7200000,16,424,900000,5000000,6100000,3200000
0,2,0,0,8000000,17800000,20,549,2400000,9700000,27400000,10800000
0,0,1,1,2900000,7200000,16,332,3600000,5700000,7600000,3600000
0,4,1,0,7900000,31500000,20,534,12400000,8500000,21600000,6400000
0,3,0,0,4600000,17900000,8,396,10700000,4000000,12300000,2600000
0,5,1,1,7400000,23300000,20,482,15700000,3600000,29100000,6800000
0,0,1,0,6600000,20100000,16,397,19200000,7000000,17200000,8400000
0,0,0,0,1300000,3400000,10,464,1200000,200000,3500000,1400000
0,5,1,1,600000,1500000,12,509,1600000,100000,1900000,800000
0,1,1,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000
0,1,1,1,9600000,35900000,8,534,24500000,17700000,31900000,5400000
0,0,0,1,2600000,7600000,18,470,700000,700000,5500000,2900000
0,3,1,0,1400000,3500000,16,365,2600000,2200000,2900000,1600000
0,4,0,1,5000000,18100000,12,424,5200000,2000000,14500000,6100000
0,5,1,1,5700000,12800000,14,488,13600000,1000000,13200000,5500000
0,2,0,1,2600000,7600000,10,400,6800000,2800000,10100000,3200000
0,0,1,1,4500000,12200000,20,311,11200000,5000000,12700000,2400000
0,4,0,1,5100000,18600000,20,312,9600000,6000000,16500000,5500000
0,1,0,0,5200000,10500000,20,317,3000000,8000000,19300000,5300000
0,5,1,1,2800000,10900000,6,359,5000000,3300000,7600000,3000000
0,5,1,1,6500000,24100000,6,441,14100000,9600000,15300000,5200000
0,2,0,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000
0,3,1,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000
0,0,1,0,6400000,14000000,8,486,5100000,12700000,23900000,3700000
0,3,0,1,900000,2500000,20,529,900000,300000,3200000,700000
0,0,0,1,8800000,25000000,4,400,11300000,4000000,23600000,9400000
0,1,0,0,6400000,21500000,6,489,1600000,4600000,17600000,8900000
0,2,1,0,2900000,6600000,10,326,8600000,2200000,7400000,3400000
0,3,1,1,8100000,19900000,20,347,22800000,14400000,29800000,5500000
0,0,1,1,5500000,17100000,8,353,400000,200000,17100000,5200000
0,4,1,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000
0,1,0,1,5600000,18000000,10,531,6500000,9000000,19800000,8400000
0,3,1,1,500000,900000,12,538,0,700000,1500000,300000
0,4,0,0,6900000,18000000,8,347,16400000,9300000,18300000,8700000
0,0,1,1,1800000,5200000,16,317,4900000,1500000,4000000,1300000
0,0,1,1,8200000,29700000,6,405,3900000,800000,23900000,5700000
0,5,1,0,2300000,4900000,4,529,6200000,3900000,9200000,2000000
0,1,1,0,2600000,7200000,8,349,5900000,1400000,9400000,3000000
0,3,1,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000
0,1,1,0,1700000,6700000,16,537,4300000,2900000,3500000,1100000
0,5,0,1,1700000,4600000,12,503,900000,2200000,4800000,1200000
0,5,1,0,9400000,36800000,10,509,20700000,7400000,22400000,6300000
0,5,0,0,6200000,16400000,6,360,900000,7200000,22400000,6300000
0,1,1,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000
0,2,0,0,4900000,13500000,8,328,10500000,8100000,18300000,3400000
